exp_name,mode,ring_type,fold,task,input_type,dataset_task,method_name,epochs,lr,criterion,batch_size,sample_len,mae_with_std,rmse_with_std,mape_with_std,pearson_with_std
resnet-ring1-samsung_hr-stationary-ir,test,ring1,Fold-1,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,10,27.35±1.75,27.85±9.59,31.74±1.72,-0.17±0.35
resnet-ring1-samsung_hr-stationary-ir,test,ring1,Fold-2,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,9,3.65±0.97,4.56±3.11,4.61±1.34,0.93±0.14
resnet-ring1-samsung_hr-stationary-ir,test,ring1,Fold-1,samsung_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,10,2.07±0.50,2.55±1.73,2.46±0.62,0.84±0.19
resnet-ring1-samsung_hr-stationary-ir,test,ring1,Fold-2,samsung_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,9,4.11±1.17,5.28±3.47,5.63±1.78,0.96±0.11
transformer-ring1-samsung_hr-motion-ir,test,ring1,Fold-1,samsung_hr,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,3,9.30±5.76,12.36±11.22,12.82±8.63,-0.98±0.20
transformer-ring1-samsung_hr-motion-ir,test,ring1,Fold-2,samsung_hr,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,2,19.61±13.83,24.00±23.29,18.69±10.91,-1.00±inf
transformer-ring1-samsung_hr-motion-ir,test,ring1,Fold-1,samsung_hr_com,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,3,31.61±18.72,41.24±37.35,43.50±28.22,-0.99±0.11
transformer-ring1-samsung_hr-motion-ir,test,ring1,Fold-2,samsung_hr_com,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,2,55.33±15.33,57.42±41.19,65.23±29.83,1.00±inf
transformer-ring1-oura_hr-all-ir,test,ring1,Fold-1,oura_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,20,7.51±1.21,9.17±4.97,9.41±1.74,-0.54±0.20
transformer-ring1-oura_hr-all-ir,test,ring1,Fold-2,oura_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,22,8.04±1.45,10.44±7.05,9.22±1.34,0.39±0.21
transformer-ring1-oura_hr-all-ir,test,ring1,Fold-1,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,20,10.93±3.15,17.55±12.59,13.29±3.79,0.45±0.21
transformer-ring1-oura_hr-all-ir,test,ring1,Fold-2,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,22,7.13±2.95,15.28±12.68,8.47±3.59,0.65±0.17
transformer-ring2-spo2-spo2-irred,5fold,ring2,Fold-1,spo2,"['ir-filtered', 'red-filtered']",['spo2'],transformer,200,0.001,mse,16,22,4.16±0.51,4.77±2.13,4.60±0.59,0.26±0.22
transformer-ring2-spo2-spo2-irred,5fold,ring2,Fold-2,spo2,"['ir-filtered', 'red-filtered']",['spo2'],transformer,200,0.001,mse,16,33,4.79±0.68,6.13±3.05,5.38±0.82,-0.22±0.18
transformer-ring2-spo2-spo2-irred,5fold,ring2,Fold-1,spo2,"['ir-filtered', 'red-filtered']",['spo2'],transformer,200,0.001,mse,16,22,4.16±0.51,4.77±2.13,4.60±0.59,0.26±0.22
transformer-ring2-spo2-spo2-irred,5fold,ring2,Fold-2,spo2,"['ir-filtered', 'red-filtered']",['spo2'],transformer,200,0.001,mse,16,33,4.79±0.68,6.13±3.05,5.38±0.82,-0.22±0.18
transformer-ring1-hr-stationary-ir,test,ring1,Fold-1,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,168,4.89±0.25,5.87±1.86,5.92±0.32,-0.10±0.08
transformer-ring1-hr-stationary-ir,test,ring1,Fold-2,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,72,7.32±0.52,8.55±2.93,8.81±0.60,0.40±0.11
transformer-ring1-hr-stationary-ir,test,ring1,Fold-3,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,94,6.05±0.42,7.29±2.49,7.84±0.56,0.52±0.09
transformer-ring1-hr-stationary-ir,test,ring1,Fold-4,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,54,32.51±0.66,32.86±6.89,31.35±0.42,0.05±0.14
transformer-ring1-hr-stationary-ir,test,ring1,Fold-5,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,87,14.62±0.59,15.59±3.95,21.92±1.01,-0.34±0.10
transformer-ring1-hr-stationary-ir,test,ring1,all-folds,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,475,10.41±0.44,14.18±4.02,12.56±0.48,-0.37±0.04
transformer-ring1-rr-all-ir,5fold,ring1,Fold-1,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,190,2.76±0.19,3.76±1.35,16.19±1.35,0.00±0.07
transformer-ring1-rr-all-ir,5fold,ring1,Fold-2,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,84,3.96±0.30,4.80±1.78,20.29±2.26,0.09±0.11
transformer-ring1-rr-all-ir,5fold,ring1,Fold-3,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,104,2.38±0.17,2.93±1.18,15.06±1.08,0.08±0.10
transformer-ring1-rr-all-ir,5fold,ring1,Fold-4,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,61,3.04±0.30,3.82±1.74,14.96±1.16,0.08±0.13
transformer-ring1-rr-all-ir,5fold,ring1,Fold-5,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,95,4.73±0.28,5.46±1.87,35.47±3.04,-0.07±0.10
transformer-ring1-rr-all-ir,5fold,ring1,all-folds,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,534,3.26±0.11,4.16±1.07,19.90±0.90,-0.21±0.04
transformer-ring1-rr-all-ir,5fold,ring1,Fold-1,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,190,2.76±0.19,3.76±1.35,16.19±1.35,0.00±0.07
transformer-ring1-rr-all-ir,5fold,ring1,Fold-2,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,84,3.96±0.30,4.80±1.78,20.29±2.26,0.09±0.11
transformer-ring1-rr-all-ir,5fold,ring1,Fold-3,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,104,2.38±0.17,2.93±1.18,15.06±1.08,0.08±0.10
transformer-ring1-rr-all-ir,5fold,ring1,Fold-4,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,61,3.04±0.30,3.82±1.74,14.96±1.16,0.08±0.13
transformer-ring1-rr-all-ir,5fold,ring1,Fold-5,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,95,4.73±0.28,5.46±1.87,35.47±3.04,-0.07±0.10
transformer-ring1-rr-all-ir,5fold,ring1,all-folds,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,534,3.26±0.11,4.16±1.07,19.90±0.90,-0.21±0.04
transformer-ring1-rr-all-ir,test,ring1,Fold-1,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,190,2.76±0.19,3.76±1.35,16.19±1.35,0.00±0.07
transformer-ring1-rr-all-ir,test,ring1,Fold-2,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,84,3.96±0.30,4.80±1.78,20.29±2.26,0.09±0.11
transformer-ring1-rr-all-ir,test,ring1,Fold-3,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,104,2.38±0.17,2.93±1.18,15.06±1.08,0.08±0.10
transformer-ring1-rr-all-ir,test,ring1,Fold-4,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,61,3.04±0.30,3.82±1.74,14.96±1.16,0.08±0.13
transformer-ring1-rr-all-ir,test,ring1,Fold-5,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,95,4.73±0.28,5.46±1.87,35.47±3.04,-0.07±0.10
transformer-ring1-rr-all-ir,test,ring1,all-folds,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,534,3.26±0.11,4.16±1.07,19.90±0.90,-0.21±0.04
fft,test,ring2,,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",fft,200,0.001,mse,128,429,13.05±1.01,24.58±8.20,14.93±1.06,-0.00±0.05
fft,test,ring1,,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",fft,200,0.001,mse,128,532,7.70±0.71,17.99±6.49,8.78±0.74,0.39±0.04
fft,test,ring2,,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",fft,200,0.001,mse,128,25,24.15±6.11,38.48±20.75,24.54±5.92,-0.32±0.20
fft,test,ring1,,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",fft,200,0.001,mse,128,35,11.16±3.65,24.01±16.15,11.71±3.48,0.32±0.16
fft,test,ring2,,oura_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",fft,200,0.001,mse,128,39,14.03±3.72,26.88±15.65,15.22±3.79,-0.08±0.16
fft,test,ring1,,oura_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",fft,200,0.001,mse,128,58,10.84±2.50,21.79±12.76,12.19±2.58,0.52±0.11
fft,test,ring2,,samsung_hr_com,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",fft,200,0.001,mse,128,25,12.23±3.98,23.03±16.35,13.54±4.52,0.66±0.16
fft,test,ring1,,samsung_hr_com,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",fft,200,0.001,mse,128,35,11.21±3.35,22.54±15.04,13.03±4.16,0.54±0.15
fft,test,ring2,,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",fft,200,0.001,mse,128,212,4.88±0.20,5.70±1.62,26.51±1.02,0.29±0.07
fft,test,ring1,,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",fft,200,0.001,mse,128,534,5.17±0.15,6.18±1.50,28.04±0.66,0.31±0.04
fft,test,ring2,,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",fft,200,0.001,mse,128,39,10.41±2.45,18.33±11.17,11.91±2.85,0.65±0.13
fft,test,ring1,,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",fft,200,0.001,mse,128,58,8.70±1.72,15.61±9.26,9.80±2.01,0.66±0.10
transformer-ring1-hr-motion-ir,test,ring1,Fold-1,hr,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,22,9.75±1.44,11.78±5.41,11.92±1.90,-0.67±0.17
transformer-ring1-hr-motion-ir,test,ring1,Fold-2,hr,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,10,23.54±4.49,27.12±14.01,23.53±4.13,-0.10±0.35
transformer-ring1-hr-motion-ir,test,ring1,Fold-3,hr,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,10,22.25±3.90,25.13±12.93,43.37±9.68,0.67±0.26
transformer-ring1-hr-motion-ir,test,ring1,Fold-4,hr,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,7,40.93±4.15,42.17±18.75,36.14±2.31,0.02±0.45
transformer-ring1-hr-motion-ir,test,ring1,Fold-5,hr,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,8,4.40±0.76,4.84±2.40,5.12±0.84,0.09±0.41
transformer-ring1-hr-motion-ir,test,ring1,all-folds,hr,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,57,17.44±1.94,22.70±9.71,21.50±2.65,-0.40±0.12
inception-time-ring2-hr-motion-ir,test,ring2,Fold-1,hr,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,8,8.76±1.10,9.23±4.54,10.43±1.17,0.28±0.39
inception-time-ring2-hr-motion-ir,test,ring2,Fold-2,hr,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,10,23.33±5.15,27.98±15.45,22.97±4.77,-0.19±0.35
inception-time-ring2-hr-motion-ir,test,ring2,Fold-3,hr,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,10,24.44±4.63,28.11±14.41,48.15±11.08,0.29±0.34
inception-time-ring2-hr-motion-ir,test,ring2,Fold-4,hr,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,6,35.00±6.49,37.88±21.48,30.32±4.87,-0.07±0.50
inception-time-ring2-hr-motion-ir,test,ring2,Fold-5,hr,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,8,21.37±1.58,21.77±8.18,24.92±1.37,0.53±0.35
inception-time-ring2-hr-motion-ir,test,ring2,all-folds,hr,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,42,22.11±2.19,26.20±10.69,28.00±3.48,-0.16±0.16
transformer-ring1-samsung_hr-stationary-ir,test,ring1,Fold-1,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,10,4.34±0.85,5.03±2.61,5.02±0.97,0.17±0.35
transformer-ring1-samsung_hr-stationary-ir,test,ring1,Fold-2,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,9,9.68±1.60,10.69±5.77,11.78±1.76,0.50±0.33
transformer-ring1-samsung_hr-stationary-ir,test,ring1,Fold-1,samsung_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,10,2.07±0.50,2.55±1.73,2.46±0.62,0.84±0.19
transformer-ring1-samsung_hr-stationary-ir,test,ring1,Fold-2,samsung_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,9,4.11±1.17,5.28±3.47,5.63±1.78,0.96±0.11
inception-time-ring2-samsung_hr-motion-ir,test,ring2,Fold-1,samsung_hr,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,2,9.10±2.62,9.47±6.91,10.73±2.74,1.00±inf
inception-time-ring2-samsung_hr-motion-ir,test,ring2,Fold-2,samsung_hr,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,2,17.48±13.82,22.28±21.98,16.31±11.39,1.00±inf
inception-time-ring2-samsung_hr-motion-ir,test,ring2,Fold-1,samsung_hr_com,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,2,14.00±11.00,17.80±17.55,16.22±12.52,-1.00±inf
inception-time-ring2-samsung_hr-motion-ir,test,ring2,Fold-2,samsung_hr_com,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,2,55.33±15.33,57.42±41.19,65.23±29.83,1.00±inf
resnet-ring1-hr-stationary-ir,test,ring1,Fold-1,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,168,24.62±0.41,25.19±4.47,29.39±0.41,0.03±0.08
resnet-ring1-hr-stationary-ir,test,ring1,Fold-2,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,72,3.74±0.31,4.56±1.83,4.65±0.41,0.89±0.06
resnet-ring1-hr-stationary-ir,test,ring1,Fold-3,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,94,9.67±0.65,11.51±3.78,13.00±0.93,0.26±0.10
resnet-ring1-hr-stationary-ir,test,ring1,Fold-4,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,54,8.41±0.48,9.10±3.12,8.04±0.41,0.69±0.10
resnet-ring1-hr-stationary-ir,test,ring1,Fold-5,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,87,49.02±0.57,49.30±7.67,70.61±0.20,0.80±0.06
resnet-ring1-hr-stationary-ir,test,ring1,all-folds,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,475,21.12±0.74,26.61±6.43,27.52±1.06,0.61±0.04
inception-time-ring1-samsung_hr-motion-ir,test,ring1,Fold-1,samsung_hr,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,3,9.19±3.11,10.19±7.97,12.30±5.03,-0.75±0.66
inception-time-ring1-samsung_hr-motion-ir,test,ring1,Fold-2,samsung_hr,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,2,21.03±18.38,27.93±27.80,19.22±15.65,1.00±inf
inception-time-ring1-samsung_hr-motion-ir,test,ring1,Fold-1,samsung_hr_com,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,3,31.61±18.72,41.24±37.35,43.50±28.22,-0.99±0.11
inception-time-ring1-samsung_hr-motion-ir,test,ring1,Fold-2,samsung_hr_com,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,2,55.33±15.33,57.42±41.19,65.23±29.83,1.00±inf
transformer-ring1-rr-stationary-ir,test,ring1,Fold-1,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,168,2.34±0.16,3.14±1.13,15.06±1.47,-0.34±0.07
transformer-ring1-rr-stationary-ir,test,ring1,Fold-2,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,72,3.62±0.28,4.30±1.59,19.69±2.55,0.13±0.12
transformer-ring1-rr-stationary-ir,test,ring1,Fold-3,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,94,2.51±0.18,3.04±1.23,15.92±1.14,0.02±0.10
transformer-ring1-rr-stationary-ir,test,ring1,Fold-4,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,54,2.47±0.21,2.90±1.17,12.88±0.93,-0.02±0.14
transformer-ring1-rr-stationary-ir,test,ring1,Fold-5,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,87,4.81±0.28,5.47±1.88,35.34±2.75,-0.08±0.11
transformer-ring1-rr-stationary-ir,test,ring1,all-folds,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,475,3.04±0.11,3.82±1.00,19.40±0.93,-0.24±0.04
inceptiontime-ring1-bp-all-irred,5fold,ring1,Fold-1,BP_sys,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,8,48.03±8.91,53.51±27.38,46.52±9.74,0.66±0.31
inceptiontime-ring1-bp-all-irred,5fold,ring1,Fold-1,BP_sys,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,8,48.03±8.91,53.51±27.38,46.52±9.74,0.66±0.31
resnet-ring1-spo2-spo2-irred,5fold,ring1,Fold-1,spo2,"['ir-filtered', 'red-filtered']",['spo2'],resnet,200,0.001,mse,128,34,4.02±0.44,4.75±2.04,4.39±0.50,-0.34±0.17
resnet-ring1-spo2-spo2-irred,5fold,ring1,Fold-2,spo2,"['ir-filtered', 'red-filtered']",['spo2'],resnet,200,0.001,mse,128,33,3.34±0.67,5.05±3.00,3.83±0.82,0.42±0.16
resnet-ring1-spo2-spo2-irred,5fold,ring1,Fold-1,spo2,"['ir-filtered', 'red-filtered']",['spo2'],resnet,200,0.001,mse,128,34,4.02±0.44,4.75±2.04,4.39±0.50,-0.34±0.17
resnet-ring1-spo2-spo2-irred,5fold,ring1,Fold-2,spo2,"['ir-filtered', 'red-filtered']",['spo2'],resnet,200,0.001,mse,128,33,3.34±0.67,5.05±3.00,3.83±0.82,0.42±0.16
transformer-ring1-oura_hr-stationary-ir,test,ring1,Fold-1,oura_hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,17,7.20±1.12,8.49±4.59,8.80±1.56,-0.65±0.20
transformer-ring1-oura_hr-stationary-ir,test,ring1,Fold-2,oura_hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,20,6.88±0.89,7.90±3.74,8.28±1.02,0.49±0.21
transformer-ring1-oura_hr-stationary-ir,test,ring1,Fold-1,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,17,6.08±1.35,8.13±4.71,7.27±1.61,0.71±0.18
transformer-ring1-oura_hr-stationary-ir,test,ring1,Fold-2,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,20,2.96±0.44,3.52±1.89,3.69±0.58,0.92±0.09
resnet-ring2-samsung_hr-all-ir,test,ring2,Fold-1,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,9,24.71±2.71,25.87±10.87,28.79±3.26,0.50±0.33
resnet-ring2-samsung_hr-all-ir,test,ring2,Fold-2,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,11,13.85±4.39,19.61±13.41,14.59±3.99,-0.54±0.28
resnet-ring2-samsung_hr-all-ir,test,ring2,Fold-1,samsung_hr_com,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,9,4.87±2.56,8.73±8.29,5.69±2.95,0.28±0.36
resnet-ring2-samsung_hr-all-ir,test,ring2,Fold-2,samsung_hr_com,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,11,13.43±6.65,24.94±21.44,16.47±8.43,0.57±0.27
transformer-ring1-rr-motion-ir,test,ring1,Fold-1,resp_rr,['ir-filtered-rr'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,22,5.91±0.74,6.81±3.17,24.78±2.35,0.57±0.18
transformer-ring1-rr-motion-ir,test,ring1,Fold-2,resp_rr,['ir-filtered-rr'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,12,5.96±1.15,7.08±3.78,23.85±4.00,-0.73±0.22
transformer-ring1-rr-motion-ir,test,ring1,Fold-3,resp_rr,['ir-filtered-rr'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,10,1.18±0.35,1.57±1.07,7.03±2.24,-0.74±0.24
transformer-ring1-rr-motion-ir,test,ring1,Fold-4,resp_rr,['ir-filtered-rr'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,7,7.46±1.05,7.89±3.95,30.99±3.18,-0.30±0.43
transformer-ring1-rr-motion-ir,test,ring1,Fold-5,resp_rr,['ir-filtered-rr'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,8,3.87±1.42,5.39±4.06,36.84±21.51,-0.17±0.40
transformer-ring1-rr-motion-ir,test,ring1,all-folds,resp_rr,['ir-filtered-rr'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,59,5.03±0.49,6.26±2.43,23.96±3.24,-0.41±0.12
inception-time-ring1-oura_hr-all-ir,test,ring1,Fold-1,oura_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,20,6.72±1.20,8.51±4.94,8.50±1.70,0.13±0.23
inception-time-ring1-oura_hr-all-ir,test,ring1,Fold-2,oura_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,22,6.14±1.74,10.06±8.36,6.85±1.55,0.39±0.21
inception-time-ring1-oura_hr-all-ir,test,ring1,Fold-1,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,20,10.93±3.15,17.55±12.59,13.29±3.79,0.45±0.21
